Gene name,Gene stable ID version,Human gene stable ID,Human gene name
Gm22942,ENSMUSG00000089188.1,ENSG00000276094,SNORA70
Gm23593,ENSMUSG00000077497.1,ENSG00000212421,AL136367.1
Gm22336,ENSMUSG00000088344.1,ENSG00000199626,RNU6-989P
Snord55,ENSMUSG00000092680.1,ENSG00000264294,SNORD55
Gm24119,ENSMUSG00000077167.1,ENSG00000212443,SNORA53
Gm25230,ENSMUSG00000094567.1,ENSG00000212428,AC124303.1
Gm25230,ENSMUSG00000094567.1,ENSG00000212528,SNORD115-47
Mir21a,ENSMUSG00000065455.1,ENSG00000284190,MIR21
Mir129-1,ENSMUSG00000065469.1,ENSG00000207705,MIR129-1
Gm24016,ENSMUSG00000088351.1,ENSG00000238650,SNORD54
Gm27905,ENSMUSG00000098846.1,ENSG00000277124,AC004774.3
Gm23253,ENSMUSG00000088066.1,ENSG00000212510,RNU6-972P
Gm27605,ENSMUSG00000099133.1,ENSG00000273750,AC091179.3
Gm22887,ENSMUSG00000096346.1,ENSG00000207264,RNU6-15P
Gm26247,ENSMUSG00000080352.1,ENSG00000220988,SNORD88C
Gm26392,ENSMUSG00000094912.1,ENSG00000212428,AC124303.1
Gm26392,ENSMUSG00000094912.1,ENSG00000212528,SNORD115-47
Mir873b,ENSMUSG00000106425.1,ENSG00000215939,MIR873
Gm25482,ENSMUSG00000065159.1,ENSG00000206665,RNU6-573P
Gm27549,ENSMUSG00000098970.1,ENSG00000239007,RNU7-95P
Mir489,ENSMUSG00000070107.1,ENSG00000207656,MIR489
Gm23665,ENSMUSG00000088679.1,ENSG00000239007,RNU7-95P
Gm25384,ENSMUSG00000088432.1,ENSG00000252962,RNU6-993P
AC125149.4,ENSMUSG00000094799.1,ENSG00000135899,SP110
Gm22894,ENSMUSG00000088138.1,ENSG00000199272,RNU6-349P
Gm22894,ENSMUSG00000088138.1,ENSG00000207270,RNU6-601P
Gm22894,ENSMUSG00000088138.1,ENSG00000283249,AC084854.1
Gm25201,ENSMUSG00000065027.1,ENSG00000202313,RNU1-64P
Gm23692,ENSMUSG00000075829.1,ENSG00000200997,RNVU1-34
Gm26283,ENSMUSG00000094049.1,ENSG00000212428,AC124303.1
Gm26283,ENSMUSG00000094049.1,ENSG00000212528,SNORD115-47
Mir16-2,ENSMUSG00000065606.1,ENSG00000198987,MIR16-2
Mir103-2,ENSMUSG00000065563.1,ENSG00000199024,MIR103A2
Gm24840,ENSMUSG00000084552.1,ENSG00000239122,RNU2-11P
Gm25294,ENSMUSG00000084740.1,ENSG00000199921,RNU6-161P
Gm25558,ENSMUSG00000088708.1,ENSG00000202017,RNU6-806P
Gm23119,ENSMUSG00000089235.1,ENSG00000251992,SCARNA17
Gm26104,ENSMUSG00000087875.1,ENSG00000283575,U6
Gm23345,ENSMUSG00000065751.1,ENSG00000252847,RNU2-46P
Gm26227,ENSMUSG00000064444.1,ENSG00000199360,RNU6-1115P
Gm24438,ENSMUSG00000088518.1,ENSG00000202231,Z95327.1
Gm24438,ENSMUSG00000088518.1,ENSG00000199282,AL356754.1
AC140325.2,ENSMUSG00000094741.1,ENSG00000116721,PRAMEF1
AC140325.2,ENSMUSG00000094741.1,ENSG00000204479,PRAMEF17
AC140325.2,ENSMUSG00000094741.1,ENSG00000270601,PRAMEF5
AC140325.2,ENSMUSG00000094741.1,ENSG00000280267,PRAMEF26
AC140325.2,ENSMUSG00000094741.1,ENSG00000116726,PRAMEF12
AC140325.2,ENSMUSG00000094741.1,ENSG00000187545,PRAMEF10
AC140325.2,ENSMUSG00000094741.1,ENSG00000237700,PRAMEF33
AC140325.2,ENSMUSG00000094741.1,ENSG00000279804,PRAMEF18
AC140325.2,ENSMUSG00000094741.1,ENSG00000204505,PRAMEF9
AC140325.2,ENSMUSG00000094741.1,ENSG00000204478,PRAMEF20
AC140325.2,ENSMUSG00000094741.1,ENSG00000182330,PRAMEF8
AC140325.2,ENSMUSG00000094741.1,ENSG00000120952,PRAMEF2
AC140325.2,ENSMUSG00000094741.1,ENSG00000239810,PRAMEF11
AC140325.2,ENSMUSG00000094741.1,ENSG00000204481,PRAMEF14
AC140325.2,ENSMUSG00000094741.1,ENSG00000204510,PRAMEF7
AC140325.2,ENSMUSG00000094741.1,ENSG00000204501,PRAMEF15
AC140325.2,ENSMUSG00000094741.1,ENSG00000243073,PRAMEF4
AC140325.2,ENSMUSG00000094741.1,ENSG00000204480,PRAMEF19
AC140325.2,ENSMUSG00000094741.1,ENSG00000274764,PRAMEF27
AC140325.2,ENSMUSG00000094741.1,ENSG00000229571,PRAMEF25
AC140325.2,ENSMUSG00000094741.1,ENSG00000232423,PRAMEF6
AC140325.2,ENSMUSG00000094741.1,ENSG00000279169,PRAMEF13
Gm24977,ENSMUSG00000065040.1,ENSG00000212172,RNU1-149P
Gm24977,ENSMUSG00000065040.1,ENSG00000206687,RNU1-109P
Gm24977,ENSMUSG00000065040.1,ENSG00000200296,RNU1-83P
Mir28a,ENSMUSG00000065494.1,ENSG00000207651,MIR28
Gm26066,ENSMUSG00000065319.1,ENSG00000201954,RNU6-673P
Gm23312,ENSMUSG00000089399.1,ENSG00000206777,RNU6-637P
Gm22897,ENSMUSG00000105400.1,ENSG00000281394,SCARNA4
Gm22897,ENSMUSG00000105400.1,ENSG00000280466,SCARNA4
Gm25698,ENSMUSG00000064831.1,ENSG00000207033,RNU6-154P
Gm23240,ENSMUSG00000064943.1,ENSG00000253089,RNU1-104P
Gm23296,ENSMUSG00000064489.1,ENSG00000202337,RNU6-8
Gm23296,ENSMUSG00000064489.1,ENSG00000201654,RNU6-7
Gm24866,ENSMUSG00000096913.1,ENSG00000212428,AC124303.1
Gm24866,ENSMUSG00000096913.1,ENSG00000212528,SNORD115-47
Gm23736,ENSMUSG00000064487.1,ENSG00000200413,SNORD114-26
Gm23736,ENSMUSG00000064487.1,ENSG00000200406,SNORD114-23
Gm23736,ENSMUSG00000064487.1,ENSG00000202191,SNORD113-1
Gm23736,ENSMUSG00000064487.1,ENSG00000222185,AL132709.6
Gm23736,ENSMUSG00000064487.1,ENSG00000201689,SNORD114-29
Gm23736,ENSMUSG00000064487.1,ENSG00000200612,SNORD114-25
Gm23736,ENSMUSG00000064487.1,ENSG00000200279,SNORD114-10
Gm23736,ENSMUSG00000064487.1,ENSG00000201318,SNORD114-30
Gm23736,ENSMUSG00000064487.1,ENSG00000272474,SNORD113-5
Gm23736,ENSMUSG00000064487.1,ENSG00000200480,SNORD114-28
Gm23736,ENSMUSG00000064487.1,ENSG00000202048,SNORD114-20
Mir218-1,ENSMUSG00000065603.1,ENSG00000207732,MIR218-1
Mir143,ENSMUSG00000065445.3,ENSG00000284182,MIR143
Gm23099,ENSMUSG00000065388.1,ENSG00000200997,RNVU1-34
Gm26183,ENSMUSG00000088310.1,ENSG00000251992,SCARNA17
Mir187,ENSMUSG00000065532.1,ENSG00000207797,MIR187
Snord118,ENSMUSG00000064899.1,ENSG00000200463,SNORD118
Gm25672,ENSMUSG00000095052.1,ENSG00000201642,RNU6-865P
Gm24208,ENSMUSG00000064717.1,ENSG00000200463,SNORD118
Gm23377,ENSMUSG00000105187.1,ENSG00000280496,SNORA17B
Gm23377,ENSMUSG00000105187.1,ENSG00000252461,AC133550.1
Gm23716,ENSMUSG00000087973.1,ENSG00000212228,AC009121.2
Gm22200,ENSMUSG00000089239.1,ENSG00000222937,SNORD63B
Gm22200,ENSMUSG00000089239.1,ENSG00000251987,SNORD63
Snord14a,ENSMUSG00000064741.1,ENSG00000202479,SNORD14
Snord14a,ENSMUSG00000064741.1,ENSG00000201403,SNORD14B
Gm26374,ENSMUSG00000095182.1,ENSG00000212428,AC124303.1
Gm26374,ENSMUSG00000095182.1,ENSG00000212528,SNORD115-47
Mir1949,ENSMUSG00000088059.1,ENSG00000252213,SNORA74D
Gm24045,ENSMUSG00000065047.1,ENSG00000199546,Y_RNA
Gm24045,ENSMUSG00000065047.1,ENSG00000201371,Y_RNA
AC133103.4,ENSMUSG00000095250.1,ENSG00000135899,SP110
Rpph1,ENSMUSG00000092837.1,ENSG00000277209,RPPH1
Gm26323,ENSMUSG00000088368.1,ENSG00000200966,RN7SKP87
CR974586.2,ENSMUSG00000095585.1,ENSG00000172724,CCL19
Mir26a-2,ENSMUSG00000065430.1,ENSG00000207789,MIR26A2
Mir147,ENSMUSG00000076309.2,ENSG00000284386,MIR147B
Gm22069,ENSMUSG00000096202.1,ENSG00000206685,RNU6-1189P
Gm24812,ENSMUSG00000093056.2,ENSG00000244194,RN7SL218P
Gm25024,ENSMUSG00000096627.1,ENSG00000200424,RNU6-1155P
Rnu3b1,ENSMUSG00000105025.1,ENSG00000238297,U3
Rnu3b1,ENSMUSG00000105025.1,ENSG00000221633,U3
Rnu3b1,ENSMUSG00000105025.1,ENSG00000221400,SNORD3J
Gm3893,ENSMUSG00000094293.1,ENSG00000186788,SPATA31D3
Gm3893,ENSMUSG00000094293.1,ENSG00000189357,SPATA31D4
Gm3893,ENSMUSG00000094293.1,ENSG00000214929,SPATA31D1
Gm25200,ENSMUSG00000065028.1,ENSG00000207171,AC079926.1
Gm22915,ENSMUSG00000088240.1,ENSG00000278010,SNORA70
Gm22915,ENSMUSG00000088240.1,ENSG00000252014,SNORA70
Gm22915,ENSMUSG00000088240.1,ENSG00000252199,SNORA70
Gm22915,ENSMUSG00000088240.1,ENSG00000252724,CR769767.2
Gm22915,ENSMUSG00000088240.1,ENSG00000252133,SNORA70
Gm22915,ENSMUSG00000088240.1,ENSG00000276094,SNORA70
Gm23642,ENSMUSG00000088483.1,ENSG00000222784,RN7SKP91
Mir9-2,ENSMUSG00000065424.2,ENSG00000284447,MIR9-2
Gm22680,ENSMUSG00000065782.1,ENSG00000277846,SNORD30
Gm22612,ENSMUSG00000088918.1,ENSG00000206631,RNU6-657P
Mir214,ENSMUSG00000065516.1,ENSG00000283844,MIR214
Gm24378,ENSMUSG00000084648.1,ENSG00000212366,RNU6-1246P
Mir34c,ENSMUSG00000065587.1,ENSG00000207562,MIR34C
Gm25717,ENSMUSG00000089256.1,ENSG00000253006,RN7SKP283
Mir302d,ENSMUSG00000065447.1,ENSG00000199145,MIR302D
Gm25856,ENSMUSG00000064720.1,ENSG00000200413,SNORD114-26
Gm25856,ENSMUSG00000064720.1,ENSG00000200406,SNORD114-23
Gm25856,ENSMUSG00000064720.1,ENSG00000202191,SNORD113-1
Gm25856,ENSMUSG00000064720.1,ENSG00000222185,AL132709.6
Gm25856,ENSMUSG00000064720.1,ENSG00000201689,SNORD114-29
Gm25856,ENSMUSG00000064720.1,ENSG00000200612,SNORD114-25
Gm25856,ENSMUSG00000064720.1,ENSG00000200279,SNORD114-10
Gm25856,ENSMUSG00000064720.1,ENSG00000201318,SNORD114-30
Gm25856,ENSMUSG00000064720.1,ENSG00000272474,SNORD113-5
Gm25856,ENSMUSG00000064720.1,ENSG00000200480,SNORD114-28
Gm25856,ENSMUSG00000064720.1,ENSG00000202048,SNORD114-20
Gm23679,ENSMUSG00000065095.1,ENSG00000199633,AC090260.1
Gm23679,ENSMUSG00000065095.1,ENSG00000202449,SNORA63
Gm23679,ENSMUSG00000065095.1,ENSG00000199473,SNORA63
Gm23679,ENSMUSG00000065095.1,ENSG00000201791,SNORA63
Gm23238,ENSMUSG00000064941.1,ENSG00000200903,RNU1-42P
Mir15b,ENSMUSG00000065580.2,ENSG00000207779,MIR15B
Gm23179,ENSMUSG00000089318.1,ENSG00000222583,RN7SKP222
Gm23179,ENSMUSG00000089318.1,ENSG00000200475,RN7SKP162
Gm25085,ENSMUSG00000096814.1,ENSG00000212428,AC124303.1
Gm25085,ENSMUSG00000096814.1,ENSG00000212528,SNORD115-47
Gm23140,ENSMUSG00000094400.1,ENSG00000206803,RNU6-968P
Gm23278,ENSMUSG00000088536.1,ENSG00000212228,AC009121.2
AC123873.2,ENSMUSG00000094474.1,ENSG00000116721,PRAMEF1
AC123873.2,ENSMUSG00000094474.1,ENSG00000204479,PRAMEF17
AC123873.2,ENSMUSG00000094474.1,ENSG00000270601,PRAMEF5
AC123873.2,ENSMUSG00000094474.1,ENSG00000280267,PRAMEF26
AC123873.2,ENSMUSG00000094474.1,ENSG00000116726,PRAMEF12
AC123873.2,ENSMUSG00000094474.1,ENSG00000187545,PRAMEF10
AC123873.2,ENSMUSG00000094474.1,ENSG00000237700,PRAMEF33
AC123873.2,ENSMUSG00000094474.1,ENSG00000279804,PRAMEF18
AC123873.2,ENSMUSG00000094474.1,ENSG00000204505,PRAMEF9
AC123873.2,ENSMUSG00000094474.1,ENSG00000204478,PRAMEF20
AC123873.2,ENSMUSG00000094474.1,ENSG00000182330,PRAMEF8
AC123873.2,ENSMUSG00000094474.1,ENSG00000120952,PRAMEF2
AC123873.2,ENSMUSG00000094474.1,ENSG00000239810,PRAMEF11
AC123873.2,ENSMUSG00000094474.1,ENSG00000204481,PRAMEF14
AC123873.2,ENSMUSG00000094474.1,ENSG00000204510,PRAMEF7
AC123873.2,ENSMUSG00000094474.1,ENSG00000204501,PRAMEF15
AC123873.2,ENSMUSG00000094474.1,ENSG00000243073,PRAMEF4
AC123873.2,ENSMUSG00000094474.1,ENSG00000204480,PRAMEF19
AC123873.2,ENSMUSG00000094474.1,ENSG00000274764,PRAMEF27
AC123873.2,ENSMUSG00000094474.1,ENSG00000229571,PRAMEF25
AC123873.2,ENSMUSG00000094474.1,ENSG00000232423,PRAMEF6
AC123873.2,ENSMUSG00000094474.1,ENSG00000279169,PRAMEF13
Mir127,ENSMUSG00000070076.2,ENSG00000207608,MIR127
Gm26083,ENSMUSG00000088529.1,ENSG00000275143,SCARNA16
Gm24418,ENSMUSG00000095428.1,ENSG00000212428,AC124303.1
Gm24418,ENSMUSG00000095428.1,ENSG00000212528,SNORD115-47
Gm24495,ENSMUSG00000093958.1,ENSG00000212428,AC124303.1
Gm24495,ENSMUSG00000093958.1,ENSG00000212528,SNORD115-47
n-R5s5,ENSMUSG00000065068.1,ENSG00000274059,RNA5SP534
Gm25581,ENSMUSG00000065344.1,ENSG00000207201,RNU1-148P
Gm22811,ENSMUSG00000088093.1,ENSG00000277209,RPPH1
Gm22058,ENSMUSG00000065327.1,ENSG00000222343,RN7SKP139
Gm26489,ENSMUSG00000088505.1,ENSG00000252481,SCARNA13
Gm23020,ENSMUSG00000089391.1,ENSG00000222472,RN7SKP7
Gm23020,ENSMUSG00000089391.1,ENSG00000252794,RN7SKP60
Tsr3,ENSMUSG00000015126.9,ENSG00000007520,TSR3
Mir200b,ENSMUSG00000065549.3,ENSG00000207730,MIR200B
Gm26149,ENSMUSG00000088057.1,ENSG00000222213,RNU6-588P
Rprl3,ENSMUSG00000088025.1,ENSG00000252350,RPPH1-3P
Gm22602,ENSMUSG00000088221.1,ENSG00000200107,RNU6-1249P
Gm22602,ENSMUSG00000088221.1,ENSG00000201752,RNU6-119P
Gm22454,ENSMUSG00000064517.1,ENSG00000200522,RNU6-957P
Gm25939,ENSMUSG00000093843.1,ENSG00000222985,RNU2-14P
Gm25939,ENSMUSG00000093843.1,ENSG00000222627,RNU2-37P
Gm25939,ENSMUSG00000093843.1,ENSG00000222724,RNU2-63P
Gm25107,ENSMUSG00000084421.1,ENSG00000271907,SNORA35B
Gm22632,ENSMUSG00000093860.1,ENSG00000212428,AC124303.1
Gm22632,ENSMUSG00000093860.1,ENSG00000212528,SNORD115-47
Mir675,ENSMUSG00000076275.1,ENSG00000284010,MIR675
Gnptg,ENSMUSG00000035521.13,ENSG00000090581,GNPTG
Gm23838,ENSMUSG00000088692.1,ENSG00000202199,RNU1-115P
Gm23838,ENSMUSG00000088692.1,ENSG00000201493,RNU1-141P
Gm25813,ENSMUSG00000064682.1,ENSG00000222973,RNU2-25P
Gm22798,ENSMUSG00000065926.1,ENSG00000207041,RNU6-3P
Mir1251,ENSMUSG00000093227.1,ENSG00000221479,MIR1251
Gm23210,ENSMUSG00000089293.1,ENSG00000252815,RNU6-410P
Gm23210,ENSMUSG00000089293.1,ENSG00000212459,RNU6-695P
Gm24382,ENSMUSG00000084647.1,ENSG00000212466,RNU6-952P
Gm24382,ENSMUSG00000084647.1,ENSG00000252914,RNU6-789P
Gm24382,ENSMUSG00000084647.1,ENSG00000251711,RNU6-632P
Gm24382,ENSMUSG00000084647.1,ENSG00000223306,RNU6-1304P
Gm24382,ENSMUSG00000084647.1,ENSG00000252252,RNU6-687P
Gm24452,ENSMUSG00000065281.1,ENSG00000252128,SNORD27
Mir509,ENSMUSG00000106233.1,ENSG00000207866,MIR514A2
Mir509,ENSMUSG00000106233.1,ENSG00000207867,MIR514A3
Mir509,ENSMUSG00000106233.1,ENSG00000208000,MIR509-1
Mir509,ENSMUSG00000106233.1,ENSG00000212014,MIR509-3
Mir509,ENSMUSG00000106233.1,ENSG00000207868,MIR514A1
Mir509,ENSMUSG00000106233.1,ENSG00000252583,MIR514B
CR974586.4,ENSMUSG00000096506.1,ENSG00000172724,CCL19
Mir133a-2,ENSMUSG00000065460.1,ENSG00000284508,MIR133A2
Gm26168,ENSMUSG00000065721.1,ENSG00000199303,Y_RNA
Gm25648,ENSMUSG00000094095.1,ENSG00000212428,AC124303.1
Gm25648,ENSMUSG00000094095.1,ENSG00000212528,SNORD115-47
Gm25423,ENSMUSG00000088234.1,ENSG00000252783,RNU6-835P
Gm25423,ENSMUSG00000088234.1,ENSG00000252023,RNU6-581P
Gm25423,ENSMUSG00000088234.1,ENSG00000201390,RNU6-1141P
Gm25423,ENSMUSG00000088234.1,ENSG00000207364,RNU6-939P
Gm25423,ENSMUSG00000088234.1,ENSG00000253063,RNU6-494P
Gm25423,ENSMUSG00000088234.1,ENSG00000252685,RNU6-928P
Gm20730,ENSMUSG00000076500.2,ENSG00000239571,IGKV2D-30
Gm20730,ENSMUSG00000076500.2,ENSG00000243238,IGKV2-30
Gm26313,ENSMUSG00000088395.1,ENSG00000252595,RN7SKP82
Gm26313,ENSMUSG00000088395.1,ENSG00000252322,RN7SKP244
Gm23316,ENSMUSG00000088622.1,ENSG00000199327,RNU6-230P
Gm23377,ENSMUSG00000064877.3,ENSG00000202216,AC096587.1
Gm23377,ENSMUSG00000064877.3,ENSG00000199815,AC034186.1
Gm22974,ENSMUSG00000065235.1,ENSG00000283313,AC021989.1
Gm22974,ENSMUSG00000065235.1,ENSG00000201474,RNU6-164P
Snora69,ENSMUSG00000065642.1,ENSG00000206622,SNORA69
Snora69,ENSMUSG00000065642.1,ENSG00000212206,AC135178.1
Gm26279,ENSMUSG00000087720.1,ENSG00000252320,RNU6-320P
Rn7sk,ENSMUSG00000065037.1,ENSG00000201201,RN7SKP118
Gm22316,ENSMUSG00000088637.1,ENSG00000252797,RN7SKP272
Snord96a,ENSMUSG00000064725.1,ENSG00000272296,SNORD96A
Gm23094,ENSMUSG00000088176.1,ENSG00000253010,RN7SKP256
Gm22421,ENSMUSG00000064992.1,ENSG00000271923,RNU6-86P
Gm23452,ENSMUSG00000065261.1,ENSG00000252890,RNU6-699P
Gm23452,ENSMUSG00000065261.1,ENSG00000200281,RNU6-624P
Gm25741,ENSMUSG00000094538.1,ENSG00000212428,AC124303.1
Gm25741,ENSMUSG00000094538.1,ENSG00000212528,SNORD115-47
Gm25646,ENSMUSG00000096496.1,ENSG00000212428,AC124303.1
Gm25646,ENSMUSG00000096496.1,ENSG00000212528,SNORD115-47
Gm26230,ENSMUSG00000094508.1,ENSG00000212428,AC124303.1
Gm26230,ENSMUSG00000094508.1,ENSG00000212528,SNORD115-47
Mir135a-1,ENSMUSG00000065407.1,ENSG00000207926,MIR135A1
Snora21,ENSMUSG00000064901.1,ENSG00000199293,SNORA21
Gm24399,ENSMUSG00000088494.1,ENSG00000252556,RNU6-256P
Gm25684,ENSMUSG00000065875.1,ENSG00000206674,RNU6-945P
Gm26413,ENSMUSG00000105120.1,ENSG00000281394,SCARNA4
Gm26413,ENSMUSG00000105120.1,ENSG00000280466,SCARNA4
Mirlet7c-1,ENSMUSG00000065557.3,ENSG00000199030,MIRLET7C
Gm23231,ENSMUSG00000087924.1,ENSG00000212482,RNU6-530P
Mir132,ENSMUSG00000065537.2,ENSG00000267200,MIR132
Gm27300,ENSMUSG00000098617.1,ENSG00000276919,AL117190.7
Gm27735,ENSMUSG00000099318.1,ENSG00000275856,AL669914.2
Gm24259,ENSMUSG00000065674.1,ENSG00000207003,RNU6-611P
Gm27373,ENSMUSG00000099192.1,ENSG00000278643,AC006127.1
Gm25129,ENSMUSG00000064585.1,ENSG00000199266,SNORA60
Gm26413,ENSMUSG00000104857.1,ENSG00000281159,AC112786.1
Gm26329,ENSMUSG00000070235.1,ENSG00000200857,Y_RNA
Gm26329,ENSMUSG00000070235.1,ENSG00000201690,RNY1P2
Gm26329,ENSMUSG00000070235.1,ENSG00000222509,Y_RNA
Gm26329,ENSMUSG00000070235.1,ENSG00000200174,Y_RNA
Gm26329,ENSMUSG00000070235.1,ENSG00000206959,Y_RNA
Gm26329,ENSMUSG00000070235.1,ENSG00000195401,Y_RNA
Gm22358,ENSMUSG00000064811.1,ENSG00000207503,AP001610.1
Gm22358,ENSMUSG00000064811.1,ENSG00000206799,SNORA32
Gm22358,ENSMUSG00000064811.1,ENSG00000206776,AC021733.1
Gm22358,ENSMUSG00000064811.1,ENSG00000201384,AC007375.1
Gm25494,ENSMUSG00000088768.1,ENSG00000207327,RNU6-883P
Gm25995,ENSMUSG00000093137.1,ENSG00000251889,RNU4-49P
Gm26355,ENSMUSG00000088845.1,ENSG00000206762,RNU6-418P
Gm24306,ENSMUSG00000094465.1,ENSG00000212428,AC124303.1
Gm24306,ENSMUSG00000094465.1,ENSG00000212528,SNORD115-47
Gm25089,ENSMUSG00000075968.1,ENSG00000212428,AC124303.1
Gm25089,ENSMUSG00000075968.1,ENSG00000212528,SNORD115-47
Mir31,ENSMUSG00000065408.1,ENSG00000199177,MIR31
Gm23447,ENSMUSG00000064732.1,ENSG00000252491,RNU1-142P
Gm24060,ENSMUSG00000088119.1,ENSG00000252391,RNU6-638P
Gm24920,ENSMUSG00000064952.1,ENSG00000199411,AL929554.1
Mir200c,ENSMUSG00000065462.3,ENSG00000207713,MIR200C
Snord2,ENSMUSG00000088524.1,ENSG00000238942,SNORD2
Snord2,ENSMUSG00000088524.1,ENSG00000238707,AC025039.1
Gm23349,ENSMUSG00000089057.1,ENSG00000222796,RNU6-383P
Gm22108,ENSMUSG00000095379.1,ENSG00000200701,RNU6-674P
Gm22902,ENSMUSG00000089113.1,ENSG00000277209,RPPH1
Gm24499,ENSMUSG00000089071.1,ENSG00000201658,RNU6-283P
Gm24499,ENSMUSG00000089071.1,ENSG00000207385,RNU6-310P
Gm24499,ENSMUSG00000089071.1,ENSG00000201015,RNU6-280P
Gm24499,ENSMUSG00000089071.1,ENSG00000199731,RNU6-1079P
Gm24499,ENSMUSG00000089071.1,ENSG00000207160,RNU6-1289P
Gm24499,ENSMUSG00000089071.1,ENSG00000223015,RNU6-1135P
Gm24499,ENSMUSG00000089071.1,ENSG00000206684,RNU6-157P
Gm25834,ENSMUSG00000089541.1,ENSG00000252025,RNU6-982P
Gm25834,ENSMUSG00000089541.1,ENSG00000252979,RNU6-165P
Gm25834,ENSMUSG00000089541.1,ENSG00000251843,RNU6-803P
Gm25834,ENSMUSG00000089541.1,ENSG00000252063,RNU6-1041P
Gm25834,ENSMUSG00000089541.1,ENSG00000252734,RNU6-980P
Gm25834,ENSMUSG00000089541.1,ENSG00000252191,RNU6-751P
Gm26064,ENSMUSG00000065315.1,ENSG00000201826,RNU6-867P
Mir199a-1,ENSMUSG00000065547.1,ENSG00000207752,MIR199A1
Gm22603,ENSMUSG00000088228.1,ENSG00000278010,SNORA70
Gm22603,ENSMUSG00000088228.1,ENSG00000252014,SNORA70
Gm22603,ENSMUSG00000088228.1,ENSG00000252199,SNORA70
Gm22603,ENSMUSG00000088228.1,ENSG00000252724,CR769767.2
Gm22603,ENSMUSG00000088228.1,ENSG00000252133,SNORA70
Gm22603,ENSMUSG00000088228.1,ENSG00000276094,SNORA70
Mir9-1,ENSMUSG00000106493.1,ENSG00000207933,MIR9-1
Gm24602,ENSMUSG00000088596.1,ENSG00000253084,RNU6-840P
Gm27635,ENSMUSG00000087941.2,ENSG00000239007,RNU7-95P
Scarna3a,ENSMUSG00000089536.1,ENSG00000252906,SCARNA3
Gm26151,ENSMUSG00000088050.1,ENSG00000239007,RNU7-95P
Gm24608,ENSMUSG00000077569.1,ENSG00000201129,SNORA58B
Mir486,ENSMUSG00000070084.3,ENSG00000274705,MIR486-1
Gm25601,ENSMUSG00000088981.1,ENSG00000238420,RNU6-437P
Mir374b,ENSMUSG00000076269.1,ENSG00000212027,MIR374B
Gm23839,ENSMUSG00000080607.1,ENSG00000221139,AC011774.1
Gm25284,ENSMUSG00000095531.1,ENSG00000201070,RNU4-84P
Gm23242,ENSMUSG00000094312.1,ENSG00000207451,RNU6-291P
Gm24147,ENSMUSG00000064697.1,ENSG00000252473,AC007684.1
Gm25806,ENSMUSG00000084731.1,ENSG00000201186,RNU4-33P
Gm25806,ENSMUSG00000084731.1,ENSG00000200974,RNU4-87P
Gm21876,ENSMUSG00000095316.1,ENSG00000241476,SSX2
Gm21876,ENSMUSG00000095316.1,ENSG00000165584,SSX3
Gm21876,ENSMUSG00000095316.1,ENSG00000268009,SSX4
Gm21876,ENSMUSG00000095316.1,ENSG00000269791,SSX4B
Gm21876,ENSMUSG00000095316.1,ENSG00000126752,SSX1
Gm21876,ENSMUSG00000095316.1,ENSG00000165583,SSX5
Gm21876,ENSMUSG00000095316.1,ENSG00000187754,SSX7
Gm21876,ENSMUSG00000095316.1,ENSG00000268447,SSX2B
Mir1a-2,ENSMUSG00000106348.1,ENSG00000284453,MIR1-2
Gm23027,ENSMUSG00000089396.1,ENSG00000206791,RNU1-129P
Gm23027,ENSMUSG00000089396.1,ENSG00000202167,RNU1-114P
Gm23027,ENSMUSG00000089396.1,ENSG00000201142,RNU1-151P
Gm23027,ENSMUSG00000089396.1,ENSG00000270384,RNU1-154P
Gm22813,ENSMUSG00000105450.1,ENSG00000281159,AC112786.1
Snord8,ENSMUSG00000093044.1,ENSG00000200785,SNORD8
Gm26130,ENSMUSG00000065105.1,ENSG00000206910,SNORA29
Gm22317,ENSMUSG00000096206.1,ENSG00000200903,RNU1-42P
Gm23426,ENSMUSG00000084432.1,ENSG00000222979,RN7SKP167
Gm27406,ENSMUSG00000099112.1,ENSG00000273658,AC023509.4
Gm26181,ENSMUSG00000088312.1,ENSG00000251939,RNU6-1278P
AC140325.1,ENSMUSG00000074720.1,ENSG00000116721,PRAMEF1
AC140325.1,ENSMUSG00000074720.1,ENSG00000204479,PRAMEF17
AC140325.1,ENSMUSG00000074720.1,ENSG00000270601,PRAMEF5
AC140325.1,ENSMUSG00000074720.1,ENSG00000280267,PRAMEF26
AC140325.1,ENSMUSG00000074720.1,ENSG00000116726,PRAMEF12
AC140325.1,ENSMUSG00000074720.1,ENSG00000187545,PRAMEF10
AC140325.1,ENSMUSG00000074720.1,ENSG00000237700,PRAMEF33
AC140325.1,ENSMUSG00000074720.1,ENSG00000279804,PRAMEF18
AC140325.1,ENSMUSG00000074720.1,ENSG00000204505,PRAMEF9
AC140325.1,ENSMUSG00000074720.1,ENSG00000204478,PRAMEF20
AC140325.1,ENSMUSG00000074720.1,ENSG00000182330,PRAMEF8
AC140325.1,ENSMUSG00000074720.1,ENSG00000120952,PRAMEF2
AC140325.1,ENSMUSG00000074720.1,ENSG00000239810,PRAMEF11
AC140325.1,ENSMUSG00000074720.1,ENSG00000204481,PRAMEF14
AC140325.1,ENSMUSG00000074720.1,ENSG00000204510,PRAMEF7
AC140325.1,ENSMUSG00000074720.1,ENSG00000204501,PRAMEF15
